short_name,total
R. Faty,54-461-462
C. Mulgrew,66-260-161
L. Simón,58-363-267+9
V. Minev,726463
G. Boyd,51-27867-2
L. Grimi,767262
L. Robles,57+660-166
J. Shaffer,767666
C. Coralli,666069-1
V. Procházka,667256
M. Petržela,837864
S. Williams,66+560+468
Bruno China,616170
P. Alo'o Efoulou,7772+169
P. Zanev,736961
N. Cherubin,49-25560-1
Robson,38-346-565-1
A. Cuvillier,71+174+365
Bruno Miguel,514263
A. Domínguez,497365-3
G. Perico,58-65867-1
A. Nemec,554069-2
G. Troianiello,808067-3
M. Vidangossy,88+191-250-2
F. Espindola,76-27466
G. Zárate,818357
Y. Tigorev,6366+2671
S. Franklin,84-17164
J. Olave,73-340-264
J. Guerrón,927467
K. Dikgacoi,645468
L. Fuentes,76-173-1866-1
Shin Hyung Min,776069
H. Ruíz,58-570-166-1
Añibarro,33-932-273+5
S. Roco,43+436+164
M. Valdifiori,64-16071-1
Rodnei,34-3058+263
Thiago Cionek,70-56561+2
J. Gosso,675772
M. Woolford,706567
P. Ninkov,61+36670
C. Pontius,77+87268
H. Thomas,66+1361-175
O. Hawsawi,4540-447
Pedro Queirós,686368+4
D. Cháves,65-372-169
L. Nomenjanahary,85+37068+5
Roger,58+56566
D. Lévêque,656767+6
R. Mahamutsa,62-363-458
G. Jara Reyes,707364
K. Nkhatha,756170
Y. Anchico,807370
Carlos Ruiz,63-157+167
M. Smith,615765
D. Lekić,363767
M. Batdal,645759
A. Losilla,637067
L. Arias,798672
D. Chará,767769
Diogo Cunha,849169
L. Majoro,817572
C. Gonzado,726067
L. Reija,747566
A. Cadavid,483150
S. Dyakov,697166
M. Jones,413661
M. Husain,54+1253+162+10
E. Palomino,879064
V. Giraldo,867370
L. Giovini,504571
L. Narváez,496572
A. Andrade,72-381-165-1
C. Arboleda,848465
L. Estacio,443169
F. Díaz,828474
M. Villalobos,76-151-157
N. Moiraghi,50-144868
P. Muñoz,90+191+345
M. Olivi,88-18659
B. Beckeles,675964
P. Arango,767467
C. Rentería,697265
Bobô,516571
J. Chiarini,453372
G. Lanaro,504946
Marcos Lopes,788360+3
K. Coman,89+1185+1450+2
P. Roberts,8591+661+6
F. Rodriguez,818060
A. Cragno,413560-9
E. Şahin,717662
K. Ayhan,66+263+270+11
N. Aké,7766-372
P. Højbjerg,68+973+965+11
D. Sinkgraven,74-377+1466+6
J. Lascelles,66+280+263
D. Rugani,54+455+1054-16
D. Khodzhaniyazov,696771
Y. Poulsen,847769
J. Green,79+178+166+5
F. Campos,80+473-161
T. Bongonda,8387+1160-2
G. Castellón,473748
Guillermo,78-178+271+2
D. Léon,504259
D. Cataldi,7374+361+5
Betinho,777569
J. Hendrix,6868+166+2
H. Ongenda,81+479+369+1
Sandro,76+588+556
R. Hall,797263
Sergio Rodríguez,80+181+258
S. Berahino,827256
M. Valoti,786458
E. Huws,766066
A. Younes,8593+164
F. Al Muwallad,93+194+267
D. Amartey,777168
Ayoze Pérez,788468
T. Jedvaj,66+1151+1770
C. Tolisso,7578+1167+5
S. Risvanis,49+1956+1754
E. Sviatchenko,54+15959
J. Paterson,8392+663
O. Yildirim,688467
J. Ibe,837463
Eddy,71+176+367+3
Jadson,787269-1
L. Schaub,7176+358
E. Hysaj,75+56471-1
L. Pavez,76-474-470+7
M. Politano,85+590+1465-1
M. Astina,778564
R. Thomas,777266+11
V. Berisha,7579+261
C. Buchtmann,818367
L. Benito,77-369-171
C. Sloth,697162
T. Van Acker,637367
L. Nicholls,554765
M. Żyro,757759
B. Pawłowski,82+37973
R. Ince,755861
G. Zahid,838158
G. De Luca,91+39264-1
Sergi Samper,65+158+163
J. Brenet,8470+263
T. Ondaan,918561
M. Konaté,88+36871
K. Linetty,7069+270
Wendell,767475
C. Cuevas,868967
S. Molina,79+275+258-1
N. Keita,79+781+1372+3
K. Friesenbichler,666562
B. Fernández,869062
S. Yıldırım,797764
G. Bruno,68+17065
J. Emmanuel-Thomas,74-16256-2
H. Ojamaa,94+274+354
S. Colombi,456157-1
L. Sepe,494670-1
M. Albornoz,717364
R. Yabo,8280+267+3
T. Børven,77+57660
A. Turan,75-165-169-1
D. Boyata,684568
G. Gorskav,777368
M. Linnes,848065
G. Hanley,6556+157
S. Thern,838461
J. Gatt,948260
D. da Costa,747761-7
Aníbal Capela,63+15564
A. Taggart,8082+167
K. Fortounis,76-38165-2
K. Stöger,748160
Bigas,76+167+267
Nono,71+277+465
M. Lemina,756572
Y. Ono,828563
M. Rodić,705371
C. Palomeque,837962
A. Contreras,61+151+1451+1
M. Urruti,79+27464
R. Cáseres,84+190+465
F. Rasic,433268
J. Gómez,80+17868
M. N'Diaye,62-156+166
Oier,4548-2062
A. Smithies,593364
M. Lang,71+237+257
J. King,90+17762
H. Rodríguez,64+952-165-1
R. Jack,7075-568
B. Salamon,53-15862-1
A. Sissoko,677172+1
E. Frimpong,677257
M. Stiepermann,726864
L. Thy,787464+1
S. Duffy,5333-1160
S. Cook,655663+3
G. Pezzella,57-114265
J. Hunt,8872+367
Laguardia,6459+164
F. Kainz,83-492+166
E. Rashani,768064-2
L. Dunk,57+25665
E. İşcan,324161
W. Boly,80+1860+258-3
N. Kebano,757464
P. Bauer,40-104358+1
K. Otigba,77-25055-5
F. Hasani,7580+466
A. M'Madi,907958
Gerard Moreno,71-172+159+1
S. Doukara,69+741+870
Pek's,515059+5
A. Vukušić,828069-2
S. Bateau,655762
R. Ramírez,777166
J. Mojica,76+177+353
M. Cuero,91+2279+963+17
C. Valenzuela,72-184+956
C. Bonilla,576866
J. Valdez Chamorro,80+16964
G. Gómez,494864
B. Mkhwanazi,695461
P. Ndiaye,755854
S. Baldock,82-183+267
F. Forestieri,8593+372
A. Prudnikov,645856
B. Karadeniz,493366
O. Norwood,68+462+262+6
C. Stewart,8392+556
L. Mchedlidze,64-15567-1
N. Toko,9089+462
C. Kabasele,686362
E. Adu,747069
D. Alar,72-375-260
L. Cabrera,69+36456
V. Belec,535562-1
A. Bačinovič,69-17469-1
J. Davidson,786660
S. Ciss,81+171-969
B. Bereszyński,85-378+467
Z. Bergdich,80+172+349
A. Zotov,676970
L. Ebecilio,747266
M. Uth,747165+3
A. Wakaso,676166
José Ángel,595773
Fernández,8282+262
M. Deplagne,745973
Y. Sylla,72-177-174-1
J. Lukoki,94-19062+1
Yun Il Lok,738555
L. Advíncula,857665
P. Olkowski,8876-776
N. Füllkrug,71-26867
A. Ring,847966
B. Verboom,827567
R. Chibsah,79-17671-1
F. Vázquez,556658-1
T. Ntshumayelo,72-37653
K. Przybyłko,65+36264+3
D. Łukasik,5866-1455
Bruno Nascimento,676565
D. Sciaudone,7571+268+3
A. Solari,82+37263
S. Palacios,879073
S. Kritsyuk,493660+8
I. Díaz,7270+163
S. López,667855
M. Viana,304660
F. Elizari,73-280-170
André Claro,736870
T. Khattab,545362
O. Rivero,727153
Dani Ramírez,616161
M. Troest,544768-1
Carmona,73+174+271
P. Anderson,8382+164
Hugo Ventura,445259
S. Golbourne,76+87559
G. Torres,79+470+272
B. Bjarnason,727269-1
M. Morganella,70-16466-1
S. Dianda,878960-1
Tartá,818871
R. van La Parra,8381+256
M. Eramo,717566-1
U. Dávila,77+183+460
C. Fierro,87-48763-1
S. Yatabaré,696362
I. Ivanov,666656-4
J. Martin,67+86271
L. Bacuna,747272+4
B. Schenkeveld,65-15962
Z. Korcsmár,65+35060
J. Larsson,8781+177+2
Javi Jiménez,54+263-266+1
C. Avevor,686561
L. Brattan,67-67266+3
N. Helenius,746060
H. Van Der Bruggen,646767
T. Boyd,717460
Roberto Torres,70+269+367
Gideão,283965
O. Ademi,665565
M. Al Harbi,84+280+166
Rodrigues,7868+360+3
A. Hurtado,79-180+456-1
F. Fabra,777866
J. Mena,755265
F. Hinestroza,79-17670
J. Quezada,423561+9
L. Desábato,66-572-569-3
R. Depetris,7851-564
Deyverson,695272+5
R. González,808346
A. Di Gaudio,90+389+462+2
M. Tisserand,75+263+1564+11
R. Rodriguez,8080+2155
Reginaldo,827767
Y. Mena,817267
S. Popov,685271
T. Zwane,806172
L. Mokgothu,777560
H. Pereira,726866
André Simões,797565
A. Vilches,596170
G. Enache,859065
J. Rzeźniczak,757668+1
A. Kwarasey,616465
C. McCann,686274
A. Barillà,787865-1
D. McCarty,64-87373
Choi Chul Soon,877075
Anderson Pereira,747264
A. Grünwald,62+161+166
R. Sukuta-Pasu,73-26762
R. Maniero,686767-1
N. Delfouneso,907549
I. Ouali,918460
M. Volta,556865-1
A. Stavpets,686970
F. Bolzoni,6869-169-1
E. Ledesma,7682+169
E. Room,515166
N. Calderón,83-18257-1
Dani Castellano,81+174+270-1
D. de Buen,68-965-1366-1
E. Lamanna,293965-1
Yoo Byung Soo,766770
Kim Ju Young,783667
K. Abdallah,695771
J. Vuković,323158
Lee,323661-13
Rui Sampaio,646768
C. Schindler,676365+4
R. Žulj,504967
Samuel,72-170+256-12
J. Jørgensen,717566
A. Martynovich,45+123959+4
M. Borghese,465359
G. Courtet,677370
E. Višća,787457
M. Pucciarelli,888465-1
Christian Alfonso,77-178-261
J. Valencia,90+280+160
R. Philp,796867
E. Hooi,917862+3
H. Al Mogahwi,7573+259
M. Rosheuvel,887560+7
Thomas,77+169-165+3
Kim Seung Dae,797070
B. Dabanli,52-147-162-1
K. Ayari,77+272+263
T. Ntinas,807264
F. Flores,81-274+462
D. Novoa,463261
Bastos,656258+5
J. Palomino,634762
Z. Yavru,716862
L. Best,67-355-468-5
M. Ruben,68-371-173-1
F. Bastians,6863+265-3
L. Tomlin,7369+154
D. Goodwillie,77-378-260
B. Nehrig,787468
U. Demirok,666155
C. Cathcart,666458
Yuri,76-17559+3
M. Donald,62-157-867-2
L. Van Eenoo,667272
M. Schönbächler,818060
H. Robson-Kanu,746163-3
K. Higginbotham,737352+3
G. Ghazaryan,747068
N. Gulan,756866
N. McGinn,848065-6
O. Alanís,65-151-463-1
Seo Jung Jin,816468
O. Čelůstka,656668
A. Lippini,65-265+266
R. Salinas,75-665-965-1
G. Lebese,768441
D. Brosinski,8579-364
A. Gunnarsson,667667
D. Addy,777565
F. Jungwirth,656470
J. Stanislas,84-183+163
S. Owello,768276
Pedro Sánchez,78-28272+5
I. Opara,90+98255
M. Gulde,69+468+166+3
T. Sana,89+292+257-2
T. Perthel,85+777+665+4
L. Nabab,86+381+765-5
S. Malone,78+476+568+13
Z. Tomašević,635968
R. Utsiev,77+278+265
J. Ballón,716957
N. Dzalamidze,9081-164
J. Morrow,75+66567
P. Barrios,686672
J. Kappelhof,67-170+864+2
Javi Álamo,7255+365
J. Verhoek,655967
Urko Vera,52-455+1972+4
S. Kitsiou,787466
C. Forsyth,645860
T. Beugelsdijk,48+44054+3
Cristian Gómez,586660
V. Sane,665053
E. Johansson,525164
M. Rivero,75-28167
R. Abdullah,685467
G. Koutroubis,534454
L. Domínguez,44-25765
S. Koc,847858+2
N. Zárate,757367
Arsénio,746766
João Meira,71+95464
A. López,69+373-553+17
W. Morelo,767768
N. Berardo,63-45861
G. Cosaro,73-268+165-5
G. Lezcano,76-18160+2
Bruno Pires,62+149-167-1
M. Fatau,63-158+162+1
J. Güemez,69-174-167-1
Filipe Melo,625067
R. Mühren,676868
M. Sonnleitner,7767+259
M. Pugh,777854
D. Avdić,53-125566+1
A. Aldrete,76-176-164-1
M. McGlinchey,7678+364+2
J. Parr,71-17665
S. Davies,70-17064
C. Sammon,826263
F. Schönheim,656162
Crespo,69+26372+6
P. Barrera,79+276-164-2
K. Voser,78-26761
D. Cabrera,70-175-165-1
B. Capon,778167
M. Špiranović,62-74166
T. Elphick,61-15758+2
F. Bellugou,54-75844
João Martins,666466
J. Buijs,505866
P. Fabian,524358+2
M. Masango,798453
M. Kramer,66-159+2165+9
S. Nijland,67-67364+1
Marc Crosas,71-665+469-1
F. Barrillon,59-157+162
J. Orozco,70-172-167-1
T. Heubach,67+45066+1
Juan Carlos,585663+12
Edgar Costa,696668
Tiago Pinto,787764+4
J. Cuffaut,73+273+370
X. Houtkoop,8373-266
F. Ogude,79+37266
M. Prieto,40+45463
T. Kister,643863
Rodrigo Galo,797365
Isaac Becerra,507056
H. Henao,727360
P. Ziegler,67+166+163
V. Laurini,767472-1
Fernando Ferreira,67-17071-2
J. Córdoba,706966
L. Depoitre,653765+2
J. Pajoy,86+180-154-1
H. Arslan,667261
Diego Lima,767460
H. Drost,4655-1265
O. Arellano,85-179-166-2
J. Maghoma,88+291+556
O. Damari,827753
W. Verhoek,64-16666-3
Y. De Winter,484667
A. Danch,697044
K. Ceesay,92+472+161
J. Faussurier,76+372+564
M. Pazdan,41+36968
E. Hernández,75-176-469-2
T. Breukers,69-26666
N. Vidrio,58-56166-1
P. Valdivia,647169
A. Meijers,776969
T. Weeks,63+36565
Q. Amarikwa,85+68065
H. Mosquera,424461
R. Cacérès,6461-666-1
P. Pintos,81+17763
Yoon Bit Ga Ram,537461
F. Concas,797969-1
Ricardo Nascimento,534968
Alvaro Rey,827459
L. Aued,70-261-565+25
J. Paredes,9290+573
C. Arias,767469
M. Campaz,646966
E. Kalinski,767066
J. Mansilla,757160
J. Schunke,35+428+365
A. Oumarou,857866
Minhoca,67+484+1863
K. Fisker,70+462+654+22
F. Ehret,657368
Tamudo,53-35983
J. Bréchet,313664-2
C. Hoefkens,464157-4
Miguel Pedro,65-77665
Y. Hersi,888970
P. Mtiliga,76-980-161
O. Kapo,738160
P. Green,68-16465
P. Luyindula,62-37369-2
S. Cziommer,44-2168-462-3
M. Dingsdag,696169
G. Taylor-Fletcher,47-1158+761-5
M. Albrechtsen,66-35865-1
D. de Vries,542964
F. Johnsen,516251
I. Sigurdsson,534368
S. Thompson,545866
N. Johansson,345062
D. De Rosario,58-106464
M. Forssell,546565
A. Caracciolo,5530-2070-1
M. Nordstrand,73-870-870-7
A. Yahia,494367
T. Olsen,837163
F. Stenman,626067
K. Andrews,52-353-568-3
D. Dunn,30-2159+270
F. Sinama-Pongolle,75+17363
F. Kringe,50-253-169
P. Moen,725971
E. Jakupović,463858
B. Riise,767670
D. Sørensen,72+363+462
A. Rochat,686367
D. Shittu,33-1829-357
K. Herdling,676566+2
G. O'Neil,54-57370
L. Grant,566366
L. Doyley,70-17265
J. Saez,506771
J. Tabb,757471
A. Dunne,666361
C. Grindheim,515965
T. Moreno,536761
J. Audel,67-46872
M. Thorandt,53-34959
Rubén Sanz,51-14769
J. Cardy,52-127061
O. Sorin,323857
D. Ducourtioux,69-957-469-4
D. Hammond,5362-176
A. Walke,38-184173
O. Barth,213467+1
A. Turan,627763
J. Hansen,363366
S. Chahed,686968
P. Calandria,52-561-163+1
S. Francis,75+15959
R. Zomer,48-462-260
D. Reinhardt,62-155-266
R. Clark,73+46770
J. Gjasula,656666
C. Eigler,766069
D. Krešić,382773
R. Lechleiter,807666
F. Benussi,506265-1
Z. Whitbread,44-731-369
L. Sam,79+27760
L. Dyer,91+183+159
G. Coutinho,556764
P. McCarthy,385866-1
Ángel,6460+172
V. Kujovic,423560-2
R. Vitiello,6869-168-1
I. Castro,67-170-271-1
C. Wilhelmsson,747656
M. Messoudi,707667
G. Loovens,50+148+353
R. Osorio,50-1959-162-1
Cha Du Ri,877167
A. Galindo,37-136356-1
A. Palacios,55+856+567
D. Toledo,70-475-366-4
A. Baptiste,74-271+171
M. Duff,32-1534-1465
Z. Dedič,817666-4
J. Thomsen,725876
Iñigo Calderón,69-16263
Aitor Sanz,6560+256
R. Braña,52-2267-570-6
A. Orozco,335869
M. Velázquez,676271
E. Rivas,92+283-167-1
L. Ríos,696764
U. Boral,747062
K. Şeras,736767
C. Birinci,606068
J. Alvbåge,424456
Juande,686360-1
Bruno Saltor,71-15967-3
Gerard Bordas,6474+275+3
Víctor Marco,53-14655
E. Shipitsin,6776+367
V. Kaleshin,768475
I. Shevchenko,687168
O. Vlasov,697161
J. Jarošík,3233+379
R. Gerus,576369
B. Vandenbussche,505465-2
A. Danielsen,737763
K. Wæhler,423758
S. Duits,59-556-866
A. Rosati,323672-1
B. Lesoimier,73+272+465
M. Ndjeng,7875-168
J. Berthod,547072
R. Sartre,45-542+160
M. Vingaard,80+16275
W. Biebauw,312862
F. Mader,67-273-161
L. Rosenior,797061
V. Gragnic,59-273-761
J. Wawrzyniak,6564-460
V. Nisja,717465
C. Capuano,63-664-165+5
Choi Jae Soo,725267
D. Plizga,83-37455
S. De Petter,676869
M. Ørnskov,55-1166-456-8
S. McManus,54+15962
Collantes,91+182+268
J. Valenzuela,66-162-162-1
T. Gebauer,594162
A. Kaji,76+270+263
V. Vuoso,51-965-152-1
A. Moreno,49-748+365-1
A. Bastía,535770
D. Pratley,637471
F. Pinto,71-369-164-1
O. Pouso,675871
N. Pulzetti,697769-1
F. Mohr,6464-265
D. Brückner,67-873-166
E. Alushi,67-56467
L. Szukała,625061
R. Gartler,717363
K. Hämäläinen,7472+366
G. Rodríguez,70-170-168-1
E. Galeković,584675
A. Rivas,646466
O. Skúlason,615967
M. Matip,696364
V. Montaño,74-469+163-4
D. de la Torre,69-16856-1
Xabi Castillo,6761+263
D. Vantaggiato,687264
L. Chambers,646169
S. Morison,63-655-567-6
O. Ajilore,676558
S. De Smet,55-26265
N. van der Velden,53+148-770+2
M. Jakobsen,635765
B. Ilič,60-15564
J. Spector,706768
M. Higdon,49-64963
G. Leadbitter,686467
C. Mandanne,85+37364
T. Brzyski,7586+368
Pita,48-14877
J. Dahlin,302169
C. Rolfe,76+38069
B. Boswell,41+1030-468
S. Freis,7473-170
C. Davies,656254
B. Ca,757173
Matheus Vivian,303360
Doka,667366
E. Sawaneh,81-48267-3
R. Murawski,5957-870
Kim Jae Sung,847565
Choi Hyo Jin,8488-670
M. Cejas,70-178-661-1
D. Stroh-Engel,534665
A. Gorbanets,706657
J. Martins Pereira,696554
L. Martin,767454
F. Valiani,807570
E. Hernández,536568
S. Ekramy,604256
I. Micanski,726567
A. Bruce,34-195858
L. Peltier,72-15658
Y. Adnane,67+376+569+4
A. Limia,526466
C. Skuse,707367
C. Belghazouani,798160
M. Defendi,778368+3
M. Biset,314260
Cristian Fernandez,647679
V. Vanczák,5458+469
J. Chiapas,73+374+164-1
Santamaría,484961
Javi Flaño,71+169+367
K. Lejeune,67-67662
B. Martin,53-455+169
J. North,536163+13
C. Bieler,69-107755
José Semedo,645764
E. Huseklepp,806371
Manu,564657
Rubén Jurado,767458
T. Jodłowiec,7037-557+2
A. Surman,656368
C. Del Grosso,787768-1
J. Pierre,312762+2
S. Vanegas,293266
J. Ormeño,32+344-1272+7
B. Pérez,68+15759
S. Luchin,676360
N. Pavlović,494765
D. Nowak,81-57869
Jung Sung Ryong,412562
João Vilela,677164
R. Ovelar,757167
Miguel Oliveira,424564+3
L. Burián,386567
C. Marrugo,696964
Leandrinho,827160
A. Gruenebaum,42-957+152
B. Özbek,737167
T. Dalgaard,55-1450-774-3
K. Bülow,555460
Z. Yelen,74-175-167
S. Schachten,706465
D. Cox,757356
M. Žaliukas,675459
E. Kronberg,58+1138-151
E. Lugo,76-172-164-1
D. Richards,878069
B. Evans,71+26870
D. Perkins,69-180+169
T. Hall,42+1150-160
S. Ristić,667364
D. Pudil,74-467-564-2
L. Noriega,68+171+266+1
K. Vassiljev,687271
D. Gordon,57+95065
F. Harek,65-170+549
D. González,546458
A. Guédioura,697262+3
A. Çamdalı,506863
G. Flores,78-173-169-1
Ángel Martínez,687366
José Gonçalves,64-556+270
Samuel,33-135-753
M. Sansovini,909269-1
J. Blengio,41-1955-1069-1
Alberto,586459
S. Salinas,83-176+160
Pedrinho,6876+1073
Seo Sang Min,816377
J. Pereira,48-339-1160-1
A. Fernández,686967
Alan Baró,6262+259
S. Laner,686967-1
S. Camille,82+185+355
Paulo Tavares,696965
André Fontes,686769
N. Di Roberto,807265-1
G. Cellerino,59-368-260
M. Gould,51-1549-559
A. Lambertz,737669-1
Y. Tasaka,72+18469+1
Cho Chan Ho,738567
Y. Al Salem,7675+269
H. Muath,85+178+271
Han Sang Wun,717567
I. Canuto,48+36957+7
M. Diallo,525959
I. Pillud,836264
J. Estrada,666568
Morcillo,52-54957+2
E. Hernández,727965
Y. Godzyur,454463
Q. Antipas,918167
C. Lobatón,6275+1271
A. Guerra,788165
M. Lorentzson,747367
S. Chepchugov,454248+10
S. Þorsteinsson,777568
Miguélez,587063
H. Radetinac,718164
Santos,867963
Neto Pereira,75-574-565-1
O. Delibalta,697564
I. Vrdoljak,606062
M. Pfitzner,677161
L. Castaldo,667270-1
T. Mashamaite,60-25764
J. Valencia,786871
J. Claros,66-379-168
A. Torrejones,686757
R. Adega,575454
J. Al Hussain,716468
R. Mukhametshin,675470
R. Mukhametshin,73-167+465
B. van Polen,736466+4
M. Schnatterer,757464
C. Saucedo,555959
D. Silva,48+35568
H. Zlatinski,686158
D. Monsalve,504065
N. Morantes,338558
J. Hernández,707467
C. Fawcett,736967
J. Valencia,464176
F. Battiste,726569
E. Carvajal,83+672-144+2
H. Hernández,677764
E. Calle,716774
P. Carrizo,423056
G. Villagra,71-257-663
J. Contreras,53-463-573-2
B. Rodríguez,56-859+258
H. Bascuñan,37+254-163
A. Delfino,67+94062
F. Alarcón,46+43454
P. González,78-1377-1754
F. Manríquez,54-472-158
J. Curbelo,524464
M. Galmarini,786862
J. Velázquez,6853-464
G. Milan,48-144855
D. Díaz,54-25353
A. Medina,8288+464
Bruno Lopes,696665
L. Quiñones,64+166+362-1
E. Özgenç,646766
J. Álvez,786270
B. Ould-Chikh,798258
B. Embolo,797360-5
R. Gauld,909043
V. Lazaro,81+27956+6
Y. Benzia,757660+8
J. Grealish,75-67754
V. Rosseti,65+659+465+5
Munir,8377-353
C. Guzmán,76-175-163+1
L. Gil,64-127564
J. Vela,657164
C. Aboagye,83-178-264+1
Borja Fernández,575769
J. Obita,82-180+172+4
V. Berisha,728365
A. Salifu,757568-1
A. Ajeti,71+16363-2
Fede Vico,8381-162
M. Lobantsev,463459
S. Gustafson,728162
A. Zapata,757567
A. Rebić,726857
B. Raman,918767+1
S. Murray,72-17465
M. Weiser,8581+253
J. Martínez,887260+2
T. Pledl,7890+659
Ricardo Pereira,78-57867
D. Meleg,656664
P. Sisto,8280+454
E. Pulgar,54-15947
I. Ledezma,72-272-158
N. Leiva,73-16963+1
I. Chochev,605958
D. Dumić,655857
A. Diallo,425770
H. Maguire,32-1938-1646
G. Brugman,737667-1
M. Heylen,585363-1
W. Cyprien,78-27069+10
S. Perica,716461-2
Camarasa,65-171-164+8
G. Silva,615059
O. Duda,7065-966
B. Jeannot,717164
S. Verdi,89-19264-1
Miquel,655764
D. Burn,34-1232-746
U. Ćosić,615759-1
G. Wikheim,848244
A. Öztürk,756566
G. Valsvik,644763
M. Bianchetti,555954-1
Iván,79-376+266-1
J. Botaka,897553
O. Tannane,74+26958
D. Pelkas,747263
I. Cissé,787468
J. Vallejo,766963
Edgar Ié,79+570+375+7
F. Fedato,79-180+157-1
G. Bueno,79+57763
W. Trapp,62+857+165
Adama,90+380+364+7
J. Duma,90+1385+1361
C. Falletti,817959+8
R. Habran,897757
M. Albertazzi,66+15960-1
M. Briggs,73+662+747
F. Daprelà,84-18164-1
D. Rudd,544663
C. Solly,757260
A. Smith,75+17369
F. Affolter,75-56965-1
J. Rodríguez,59+2460+2664+9
M. Zimmermann,77-177-368
C. Wilson,907659
Juan Muñiz,69+173+258-6
T. Sainsbury,68-56768
J. Robinson,777558
D. Appiah,656161
Guilherme,787662
D. Chima Chukwu,756159
L. Carole,77+275+462
D. Fagundez,78-108967
C. Battocchio,787568
D. Williams,64-65660
C. Dibon,6358+262
Serginho,777966
O. Lewicki,655969
M. Pigliacelli,453557-1
A. Ba,7571+2059
Pablo Iñiguez,60-35758
S. Thesker,645262
B. Carrasco,90-39167
R. Punčec,77+16464
Omar Mascarell,67+18057
A. Assiri,646566
M. Poundjé,817264-1
Willyan,848463
M. Fofana,91-28272
K. Bazelyuk,564458
D. Kohr,656759+2
Llorente,68+74762-1
R. Chen,56-851+250+6
N. Vargas,8174-168+15
U. Đurđević,71-36862+12
D. Villalpando,72-67757-1
Sergio Marcos,627252
J. Hogg,767272
F. Gulbrandsen,849152
A. Mazzarani,777968-1
Ramalho,70+264+147
Álvaro,7977+174+1
J. Larsen,84-474+463
A. Richards,737263
J. Mason,72-176-165+1
D. Ward,77+16463
D. Koukou,60-358-1158
E. O'Kane,7684+165
Mika,373254
A. Caracciolo,726859
M. Meilinger,7777+145
K. Lamprou,516563
B. Kadrii,888063
U. Bech,788254+10
P. Delecroix,29-2431-1055
M. Gehrt,7874-365
B. Ndulula,755969
T. Trybull,646966-4
P. Dummett,677159
Y. Yotún,7679+566
B. Samba,433967
Miguel Lourenço,696362
T. Rantie,9294+165
Adriá Carmona,85-278-243
H. Anier,7374+352
L. Caballero,71-152-161-1
Lucas João,62-136863+3
M. Abusabaan,6775+264
G. Fernández,757455
R. Benatelli,757668+6
I. Solovyev,76+1284+1963
S. Moreira,726968
K. Harbottle,84+180-271
E. Zubas,344270-1
M. Uribe,676764
W. Arboleda,787761
D. Župarić,554361-1
G. Culma,837563
P. Becker,76+17760+4
C. Hountondji,49-175756
Avto,7573+766
D. Dibusz,272167
U. Vitas,55-24663
C. Olascuaga,858260
M. Rossi,636367
E. Özkan,696569
K. Agard,83-286+669+7
H. Arter,72-17658
A. Judge,72-186+257
A. Mehmeti,686564
A. Nikci,8076-165
V. Noring,302242
J. Murphy,846563
L. Murphy,63-658-265+1
D. Daube,737160
J. Bennett,687162
R. Gabrielsen,687560
M. Terrazzino,788365
G. John,61-64766
Y. Jebbour,776668
D. Vujičević,68-47564
A. Novikovas,908160+5
M. O'Brien,63+26464
N. Giannetti,8180+159-1
J. Ness,6877+365
A. Seculin,304363-1
E. Réale,778166
K. Igboananike,919261
I. Keita,66-168+554
T. Petsos,50-970+466-2
A. Bamba,78+177+566
M. Kamiński,746668
N. Oduamadi,94+19059-1
A. Iacobucci,444766-1
A. Morales,697763
Lucas,545158
F. Hartherz,75-167-664-1
Lee Jong Ho,817755
O. Kragl,7264+171
S. Sanogo,807066
A. Tonev,89-18756
Juan Carlos,64-26555+3
K. Jansen,68-16765
Mário Rui,8987+164-1
Rafael Lopes,746467+3
Joan Román,68+182+253
Portu,6573+253
M. Wagué,63-14755
N. Thomsen,717049
E. Golasa,778362
M. Dijks,64-65872+5
G. Korte,847362
F. Barba,44-64567-1
A. Semenov,5843+164
V. Grifo,687365-1
C. Klute,82+570+264
I. Sylla,7765+355-11
J. Silva,89+17658
F. Saavedra,78+1080+650
S. Ojeda,41-164463+11
A. López,90+1690+1558
L. Navarro,52-227567
P. Zulechner,68+373+564
